CodeName,ThemeNumber,ThemeName,FirstTenNotes,StartTime,Bookmark
"MassenetAragon",1,"Aragonaise from Le Cid","E D C B E E E D C",0,"C"
"MassenetCastillane",1,"Main theme","E F G G G A BbBbBbC BbA",0,"C"
"MassenetMeditation",1,"Meditation from Thais","E C G C E A B C C D ",0,"W"
"McCartneyAndILoveHer",1,"Main theme","D E F B A C D E F B A",0,"E"
"McCartneyHeyJude",1,"Main theme","C A A C D G G A BbF",0,"E"
"McCartneyYesterday",1,"Main theme","G F F A B C#D E F E D D",0,"E"
"McDowellWildRose",1,"To a Wild Rose (from Woodland Sketches) Op 51 No 1","E G G D G G E G A C",0,"C"
"MendelSad",1,"Sadness of Soul, from Songs without Words","C D C A BbB C A F E D",0,"C"
"MendelssohnCalmSea",1,"Most recognized theme","E D D C G A G E F E D C",0,"C"
"MendelssohnFingal",1,"First theme - a deep sombre tune on bassoons, violas and cellos.","E C B C A E E C B C",0,"C"
"MendelssohnFingal",2,"2nd theme on flutes","E A B C C B A E D C",61,"C"
"MendelssohnFingal",3,"3rd theme, a flowing melody on the cellos.","G E G C D E E A E E",110,"C"
"MendelssohnMidsummerIntermezzo",1,"First theme","A B C AbA E AbA A B C AbA",0,"C"
"MendelssohnMidsummerIntermezzo",2,"Second theme","C B C E D C D C F E F A G F",39,"C"
"MendelssohnMidsummerIntermezzo",3,"Third theme","A B C#D F E C#A D F E",79,"C"
"MendelssohnMidsummerIntermezzo",4,"Fourth theme, a jolly tune on the bassoon","G A G F E E F F D E E C C",160,"C"
"MendelssohnMidsummerNotturno",1,"First theme, introduced on the horn.","G G C G C D D E G F E D G E",0,"C"
"MendelssohnMidsummerOverture",1,"Theme 1 is fairy-quiet delicate introduction on the strings.","B E D C B E D C B A",0,"L"
"MendelssohnMidsummerOverture",2,"This 2nd theme comes in with a huge blast on the brass,","C B A G F E D C B A G",70,"C"
"MendelssohnMidsummerOverture",3,"the 3rd theme is much quieter than the second, re-introducing the fairy-tale quality of the overture.","G F#F E B A G F#E D",139,"C"
"MendelssohnMidsummerOverture",4,"This 4th theme is another lively one, contrasting with the 3rd theme.","C D E E D C C D E E",195,"C"
"MendelssohnMidsummerScherzo",1,"First theme","E D C D B C A E C B A B AbA",0,"W"
"MendelssohnMidsummerScherzo",2,"Second theme","F G F EbG F EbF BbF E D C",52,"C"
"MendelssohnMidsummerWeddingMarch",1,"Main theme","C B F#A G F D C D G",0,"C"
"MendelssohnOForWings",1,"O for the Wings of a Dove from Motet - Hear My Prayer","E D C F E D F E D G ",0,"S"
"MendelssohnPianoConc1M1",1,"First introductory theme","G A BbB C D EbE F F#G",0,"C"
"MendelssohnPianoConc1M1",2,"Second theme, piano entry.","D D E F#G A BbC D Eb C",9,"C"
"MendelssohnPianoConc1M1",3,"Third theme, by the piano","D BbBbA A F#EbD D BbBb",26,"C"
"MendelssohnPianoConc1M1",4,"Fourth theme, by the piano.","BbC D F EbC BbC D F Eb",106,"C"
"MendelssohnPianoConc1M2",1,"Main theme","E F E E D C B C E G F E",0,"C"
"MendelssohnPianoConc1M3",1,"Main theme","B A G F#A G F#E D B A",0,"C"
"MendelssohnPianoConc2M1",1,"First theme, (Introduction)","D A F D D D D D C#E D D",0,"C"
"MendelssohnPianoConc2M1",2,"Second theme","A A A A F E D D D D F E D",74,"C"
"MendelssohnPianoConc2M1",3,"Third theme","E D A A A C B A B C E E E",123,"C"
"MendelssohnPianoConc2M2",1,"Main tune","G C B C D E F D C B G E D C",0,"C"
"MendelssohnPianoConc2M3",1,"Main Tune","G G G A B C D E E D C B C",0,"C"
"MendelssohnRuyBlas",1,"First tune, a slow introduction.","G G G C B",0,"C"
"MendelssohnRuyBlas",2,"2nd theme","G F#G AbG EbD C G F#G AbG",74,"C"
"MendelssohnRuyBlas",3,"3rd theme","AbG F AbG BbAbC BbEb",162,"C"
"MendelssohnRuyBlas",4,"4th theme","G AbBbBbC#C C BbBbBb",170,"C"
"MendelssohnRuyBlas",5,"5th theme","BbBbG EbG BbEbEbD C Bb",193,"C"
"MendelssohnSym3ScotchM1",1,"First theme","E A B C B D A B A C",0,"C"
"MendelssohnSym3ScotchM2",1,"Main theme of 2nd movement is a lively tune introduced by the clarinet.","G C D E G E D C D E ",0,"W"
"MendelssohnSym3ScotchM3",1,"A slow plaintive tune on the first violins.","E G C E D E C C B C",0,"C"
"MendelssohnSym3ScotchM4",1,"allegro maestoso theme","G A A C G C D E F G",0,"C"
"MendelssohnSym4M1",1,"First the on violins, accompanied by pulsating triplets.","C E C C E C C G F D ",0,"W"
"MendelssohnSym4M1",2,"The 2nd theme emerges on clarinets and bassoons, continuing the mood of Italian-style gaiety.","E G C C A D E F F E",90,"C"
"MendelssohnSym4M2",1,"Symphony No 4 in A Op 90 - Italian - 2nd Movt","E F E E E E E G F E ",0,"C"
"MendelssohnSym4M2",2,"The first theme is a sombre processional tune in D minor, introduced by the violas with the oboes, against a background of cellos and double basses playing a sort of walking bass in quavers.","A D D C F G A D D E",11,"C"
"MendelssohnSym4M2",3,"The second theme on first violins continues the serious mood.","A A BbA A D A A A Bb",128,"C"
"MendelssohnSym4M2",4,"The 3rd theme is brighter, in A major, played by the clarinets.","G F E A G F D C C B",164,"C"
"MendelssohnSym4M3",1,"Symphony No 4 in A Op 90 - Italian - 3rd Movt","G F#G A G F E F D B",0,"C"
"MendelssohnSym4M3",2,"The trio theme starts on the horns with a gentle fanfare, and introduces trumpets later.","D D D D E D E D",140,"C"
"MendelssohnSym4M4",1,"This is a Tarantella tune from Naples, which with its similar cousin from Rome, the Saltarello, dominates this fast movement. It is played on the flute.","E C D E F D F E D E",0,"C"
"MendelssohnViolinConcM1",1,"First theme","B B B G E E B G F#E C E B",0,"C"
"MendelssohnViolinConcM2",1,"Main theme, a soaring melody by the solo violinist.","E F D B A G  F E D A F E D",0,"W"
"MendelssohnViolinConcM3",1,"This brief brass passage is a sort of bridge from the andante movement into the vivace movement.","E E E B C A E E E EbE F#",0,"C"
"MendelssohnViolinConcM3",2,"Here the soloist bursts into vivace mode.","E G C E G F#A G C G E C",11,"C"
"MendelssohnViolinConcM3",3,"Third theme","G D E E D C B A D B",75,"C"
"MendelssohnViolinConcM3",4,"Fourth theme","D D D D B G E D D D D G",151,"C"
"MendelssohnWingSong",1,"On Wings of Song","G E E E F G G B G D ",0,"C"
"MenofHarlech",1,"Men of Harlech","C B A B C D E C F E ",0,"F"
"MeyerbeerPropheteCoronation",1,"Coronation March from La Prophete (Opera), 1st Theme.","C B C D E C F E D E ",0,"C"
"MeyerBeerPropheteCoronation",2,"2nd theme on trumpets","G C E B C B A G A B C",40,"C"
"MichaelRow",1,"Main tune","C E G E G A G E G A G",0,"J"
"MillWheel",1,"The Mill Wheel","G E E E D E F D B G ",0,"F"
"MinstrelBoy",1,"Minstrel Boy (The)","C F G BbA G F A C F",0,"F"
"MoodForLove",1,"Main theme","E F E D C D D E F G A B C",0,"J"
"MoonlightSerenade",1,"Main theme","C#D E F D E F D E F D E F F#G",0,"J"
"MorleyItWasALover",1,"Main tune","G B C D D C B A A B C",0,"C"
"MorleyMonthOfMaying",1,"Now is the Month of Maying","C C C D D E E C E D ",0,"F"
"MoszkowskiSpanishdance",1,"1st theme, brilliant fast and high passages in the right hand.","E F G A G F E F G A",0,"C"
"MoszkowskiSpanishdance",2,"2nd slightly slower theme","E F G F#G B A G E F",49,"C"
"MountainTrad",1,"Trad jazz version","G A C C C C A G E G",0,"J"
"MountainTune",1,"She'll be Coming Round the Mountain When She Comes","G A C C C C A G E G ",0,"F"
"MozartAbductionOverture",1,"First theme","C C E F D C C C C C",0,"C"
"MozartAbductionOverture",2,"Second theme","G C B C D EbD F Eb D",98,"C"
"MozartAveVerum",1,"Ave Verum Corpus K618","G C E G F#F F A G F ",0,"W"
"MozartbassoonConcM1",1,"Bassoon Concerto K191 1st Movt","C C E C G G E C G F ",0,"C"
"MozartBassoonConcM2",1,"Bassoon Concerto K191 2nd Movt","G C C B F F E E D C",0,"C"
"MozartBassoonConcM3",1,"Bassoon Concerto K191 3rd Movt","C D E G F F E G C E ",0,"C"
"MozartClarinetConcM1",1,"Clarinet Concerto in A K622 1st Movt","G E F A G F E E F D ",0,"L"
"MozartClarinetConcM2",1,"Clarinet Concerto in A K622 2nd Movt","G C E E D C G C E G ",0,"C"
"MozartClarinetConcM3",1,"Clarinet Concerto in A K622 3rd Movt","E F G G G A G F#G A ",0,"C"
"MozartClarinetQuintetM1",1,"First theme, on strings, with intermittent clarinet arpeggio bursts.","G E D C D E F D B C",0,"C"
"MozartClarinetQuintetM1",2,"Second theme, in E major,  on violin at first, then clarinet.","D E F#G A B F#G D E",84,"C"
"MozartClarinetQuintetM1",3,"Third theme, and last of the exposition section, shared between first violin and clarinet.","D D E F#G F#E D D C",130,"C"
"MozartClarinetQuintetM2",1,"Quintet in A K581 for Clarinet and Strings 2nd Movt","G C E C B A A D F D",0,"W"
"MozartClarinetQuintetM3",1,"Minuet theme, Theme A of ABACA structure. Played on the clarinet.","G G F E C D E E F E",0,"C"
"MozartClarinetQuintetM3",2,"First Trio, Theme B of ABACA structure.  Played by the first violin, in the key of A minor.","E A A F D B E EbD B",88,"C"
"MozartClarinetQuintetM3",3,"Second Trio,  theme C of ABACA structure.  in A major.","C E G E C G E D F A",262,"C"
"MozartClarinetQuintetM4",1,"Quintet in A K581 for Clarinet and Strings 4th Movt","G G E E F G A F D D ",0,"C"
"MozartDivertimentoBbK240M1",1,"Main theme, a dramatic opening, with heavy chordal accents by piano and cello.","C G G E C C G B A B",0,"C"
"MozartDivertimentoBbK240M1",2,"Secondary theme in the dominant key of F major, on violin, with a ripling piano accompaniment","G G C C B B G G B D",24,"C"
"MozartDivertimentoBbK240M2",1,"First theme, introduced by the violin, with slower figures by cello and piano.","C F E D G F F E D C",0,"C"
"MozartDivertimentoBbK240M2",2,"Second theme, on cello and piano,  with a high steady Bb on violin","D C B A B C C#D D C",24,"C"
"MozartDivertimentoBbK240M3",1,"First theme, the menuetto is a lively tune on violin.","G F E C E F D B C E",0,"C"
"MozartDivertimentoBbK240M3",2,"The trio's melody is in the relative minor key of G minor.","E E F F E C B A A G#",72,"C"
"MozartDivertimentoBbK240M4",1,"The first two bars loudly establish the home key of Bb and the allegro tempo, followed by a quiet passage on the piano.","C E G C B C D E E D",0,"C"
"MozartDivertimentoBbK240M4",2,"The second theme in G minor is a quiet contrast to the opening.","B C A A G#F#G#A E B",32,"C"
"MozartDivertimentoEbK252M1",1,"Main theme","G A G E C B C B F F",0,"C"
"MozartDivertimentoEbK252M2",1,"Minuet","G C E E D G D F F E",0,"C"
"MozartDivertimentoEbK252M2",2,"Trio","F E D C B A G F E G",126,"C"
"MozartDivertimentoEbK252M3",1,"Main theme","E F E D C E D C B C",0,"C"
"MozartDivertimentoEbK252M4",1,"Main Theme","G C B C D C B A G E",0,"C"
"MozartDonGiovanniLaCiDarem",1,"Main theme","A A B C#A F#B A AbAbA B",0,"W"
"MozartEineKleineM1",1,"Introduction, octaves in unison, clearly setting the tonality by means of a tonic, then a dominant arpeggio.","C G C G C G C E G F",0,"W"
"MozartEineKleineM1",2,"First main theme, in the home key of G","C C E D C C B B D F",7,"C"
"MozartEineKleineM1",3,"Second theme, starting in G then modulating towards D major.","G A G F F F F E E E",18,"C"
"MozartEineKleineM1",4,"Third theme, in D, bringing the exposition towards its close, in the classical dominant key.","G F E D C A F D G B",48,"C"
"MozartEineKleineM1Clarinet",1,"Introductory octaves passage.","C G C G C G C E G F",0,"C"
"MozartEineKleineM1Violin",1,"Introduction, octaves in unison, clearly setting the tonality by means of a tonic, then a dominant arpeggio.","C G C G C G C E G F",0,"C"
"MozartEineKleineM1Violin",2,"First main theme, in the home key of G","C C E D C C B B D F",9999,"C"
"MozartEineKleineM1Violin",3,"Second theme, starting in G then modulating towards D major.","G A G F F F F E E E",9999,"C"
"MozartEineKleineM1Violin",4,"Third theme, in D, bringing the exposition towards its close, in the classical dominant key.","G F E D C A F D G B",9999,"C"
"MozartEineKleineM2",1,"Serenade in G K525 Eine Kleine Nachtmusik 2nd Movt","E E E G F D F A G E ",0,"W"
"MozartEineKleineM2Clarinet",1,"Main theme","E E E G F D F A G E",0,"C"
"MozartEineKleineM2Violin",1,"Serenade in G K525 Eine Kleine Nachtmusik 2nd Movt","E E E G F D F A G E ",0,"C"
"MozartEineKleineM3",1,"Minuet","G C D E F D E C D C ",0,"C"
"MozartEineKleineM3",2,"Trio","E F G A B C B A G F E F",44,"C"
"MozartEineKleineM3Violin",1,"Minuet","G C D E F D E C D C ",0,"C"
"MozartEineKleineM3Violin",2,"Trio","E F G A B C B A G F E F",9999,"C"
"MozartEineKleineM4",1,"First theme, at start of movement, in G major.","G C E G G G G B B C",0,"C"
"MozartEineKleineM4",2,"Second theme, in D major.","D F#G A B C B C C#D",21,"C"
"MozartEineKleineM4Violin",1,"First theme, at start of movement, in G major.","G C E G G G G B B C",0,"C"
"MozartEineKleineM4Violin",2,"Second theme, in D major.","D F#G A B C B C C#D",9999,"C"
"MozartFluteConcertoInDM1",1,"Main theme","C C B C B C F F F EbE E",0,"C"
"MozartFluteConcertoInDM2",1,"First theme","F C A F BbD D C C D C",0,"C"
"MozartFluteConcertoInDM3",1,"Main theme","G E F D C D E E F G A",0,"C"
"MozartFluteConcertoinGM1",1,"main theme","G D D D D D C C",0,"C"
"MozartFluteConcertoinGM2",1,"Main theme","A D F#A A A A A D B AbA",0,"C"
"MozartFluteConcertoinGM3",1,"Main theme","D D D D B G D D B C A G",0,"C"
"MozartFluteHarpConcM1",1,"Flute and Harp Concerto K299 1st Movt","C G E C E G C G E C ",0,"C"
"MozartFluteHarpConcM2",1,"Flute and Harp Concerto K299 2nd Movt","E E E D B C C F G A ",0,"C"
"MozartFluteHarpConcM3",1,"Flute and Harp Concerto K299 3rd Movt","E E E G F E F G E C ",0,"C"
"MozartFluteQuartetM1",1,"main theme, played on the flute","G E F A G G F E D C",0,"C"
"MozartFluteQuartetM1",2,"Second theme played on the violin, then the flute.","G G C E E E F D D C",22,"C"
"MozartFluteQuartetM1",3,"Third theme, played on violin at first, then on flute.","G F#E D D D D E D C",78,"C"
"MozartFluteQuartetM2",1,"Flute Quartet in D K285 2nd Movt","E F E A C B EbEbE D ",0,"W"
"MozartFluteQuartetM3",1,"Flute Quartet in D K285 3rd Movt","G C B A G F#G F#G F#",0,"C"
"MozartHornCon1inDM2",1,"Horn Concerto No 1 in D, 2nd Movement","G G C C C G G E E E ",0,"C"
"MozartHornConc1M1",1,"Main theme","G C E D C B C D B G G D F E D C D",0,"C"
"MozartHornConc1M2",1,"Main theme","G G C C C G G E E E",0,"C"
"MozartHornConc2M1",1,"Orchestral tutti introduction","C G F E D C B C D E F F E G",0,"C"
"MozartHornConc2M1",2,"Lyrical 2nd theme on strings","G C E G C C D E F E",18,"C"
"MozartHornConc2M1",3,"Horn entrance","C B C A G G A B C D E F G",49,"C"
"MozartHornConc2M2",1,"Main theme, strings first, then horn.","G A G C B A G C C A G F E",0,"C"
"MozartHornConc2M3",1,"A hunting-horn style of tune by the horn","G G C C C E E G F D E F G",0,"C"
"MozartHornConc3M1",1,"Theme 1","BbG EbAbF EbD EbBbBb",0,"C"
"MozartHornConc3M1",2,"Theme 2","BbG F EbBbG F EbC AbG F F",19,"C"
"MozartHornConc3M2",1,"Main theme","EbAbC C C#EbF C#BbBb",0,"C"
"MozartHornConc3M3",1,"Main theme","BbEbEbEbEbEbEbEbE F",0,"C"
"MozartPianoConc23K488M3",2,"Second theme, on piano.","E F D G AbA B C B B A G",53,"C"
"MozartPianoConc24M1",1,"Main theme","C EbAbG F#EbF#A G F E",0,"C"
"MozartPianoConc24M2",1,"Main theme","G G G G C C E B C D G",0,"C"
"MozartPianoConc24M3",1,"Main theme","E C C B B A  E A A  C EbE",0,"C"
"MozartPianoConc25M1",1,"First theme","C G G E E C C G G C E G F",0,"C"
"MozartPianoConc25M1",2,"Second theme, on strings","G G G C C D D EbC EbG F",87,"C"
"MozartPianoConc25M2",1,"Main tune","C A F E C BbA G F E C",0,"C"
"MozartPianoConc25M3",1,"Main theme","C C G G A A E E F F G E",0,"C"
"MozartPianoConc26M1",1,"First theme","C D C B C C C C C E D F E",0,"C"
"MozartPianoConc26M1",2,"Second theme, on strings","C D E F G A D D G C B C",68,"C"
"MozartPianoConc26M2",1,"Main theme","G G G G G C E F G G C",0,"C"
"MozartPianoConc26M3",1,"First theme","E E E G C C C E D B C E",0,"C"
"MozartPianoConc26M3",2,"Second theme, on the piano.","C E D D C C C C B C C#D",75,"C"
"MozartPianoQuartetK478M1",1,"This 1st theme in G minor  is played in unison between piano and violins for 2 bars, followed by the piano alone leaping up to a very high D.","G D D EbD D D D D D",0,"C"
"MozartPianoQuartetK478M1",2," A short new theme in the relative major key (Bb major) is played on the piano","F EbD F#G C D EbE F",100,"C"
"MozartPianoQuartetK478M1",3,"Here the 3rd theme of the exposition is introduced by the strings. ","BbC BbA G F F BbC Bb",114,"C"
"MozartPianoQuartetK478M2",1,"This movement opens with a quiet pensive theme played on the piano alone.","G F E D A D C B C D E",0,"C"
"MozartPianoQuartetK478M3",1,"The first theme is introduced by the piano, then quickly taken up by the three strings.","B C C#D E D D D G C B E",0,"C"
"MozartPianoQuartetK478M3",2,"Second theme","B C A D B G D D D D D E",51,"C"
"MozartPianoTrioInGK496M1",1,"Piano Trio in G K496 1st Movt ","C D C B C D E F G A ",0,"C"
"MozartPianoTrioInGK496M2",1,"Piano Trio in G K496 2nd Movt","G A G F E D C C C C",0,"C"
"MozartPianoTrioK498M1",1,"main","C D C B C E C G E G",0,"W"
"MozartPianoTrioK498M2",1,"main theme","E D G F E D C C D D",0,"C"
"MozartPianoTrioK498M3",1,"main theme","G A B C C B A G G G",0,"C"
"MozartPianoTrioK502M1",1,"Main theme","F E G F D G F EbD D",0,"C"
"MozartPianoTrioK502M2",1,"Main theme","BbBbBbG AbG F EbD D",0,"C"
"MozartPianoTrioK502M3",1,"Main theme","F F D C BbC BbA G F F E F",0,"C"
"MozartPianoTrioK564M1",1,"Main theme","B A G A B C C B B A AbA B A",0,"C"
"MozartPianoTrioK564M2",1,"Main theme","G G C B C D E F E D",0,"C"
"MozartPianoTrioK564M3",1,"Main theme","D G A G F#D G A G C B A B A E",0,"C"
"MozartQuartetK465DissonantM1",1,"Slow and somewhat 'dissonant' introduction","A G F#G A BbC C#G F ",0,"C"
"MozartQuartetK465DissonantM1",2,"Main tonic theme after 'discordant' introduction","C C D E G F D D E F A G",112,"C"
"MozartQuartetK465DissonantM2",1,"String Quartet in C K465 "Dissonant" 2nd Movt","C F G BbA F F BbD F E",0,"C"
"MozartQuartetK465DissonantM3",1,"String Quartet in C K465 "Dissonant" 3rd Movt","E F F#G A G F D C C ",0,"C"
"MozartQuartetK465DissonantM4",1,"String Quartet in C K465 "Dissonant" 4th Movt","G G G C B F E C A D ",0,"C"
"MozartSinfoniaConcertanteM1",1,"Introduction by orchestra ( by piano in this reduction)","C C C C C G E C G E",0,"C"
"MozartSinfoniaConcertanteM1",2,"2nd theme, still by orchestra.(horns)","E F G G G E C D E G",71,"C"
"MozartSinfoniaConcertanteM1",3,"Entrance of the violin and viola","C C B A G F E A G G",140,"C"
"MozartSinfoniaConcertanteM1",4,"4th theme enters on the violin.","G C G E C G F#F G F",242,"C"
"MozartSinfoniaConcertanteM2",1,"Sinfonia Concertante for violin and viola 2nd Movt","E F E A C B A AbE F",0,"C"
"MozartSinfoniaConcertanteM3",1,"Sinfonia Concertante for violin and viola 3rd Movement","C C C B C D D D C D",0,"C"
"MozartSinfoniaConcertanteM3",2,"2nd theme","C E D F B D C E G A B C",59,"W"
"MozartSonataInAK331M1",1,"Main theme, upon which all variations are based.","E F E G G D E D F F",0,"W"
"MozartSonataInAK331M1",2,"Variation 1, with some semi-quaver elaboration of the theme.","C C#C#C C#EbE E F#E",50,"C"
"MozartSonataInAK331M1",3,"variation 2, with left hand playing semi-quaver triplets.","E E F E F G A G F E",102,"C"
"MozartSonataInAK331M1",4,"Variation 3, in parallel minor key of A minor.","C B A B C D E EbF E",155,"C"
"MozartSonataInAK331M1",5,"variation 4, in which left hand crosses over to play melody, above a continuous accompaniment in the right hand.","E F G F E D E F E D",211,"C"
"MozartSonataInAK331M1",6,"variation 5, marked adagio","E E F A G G A G F E",267,"C"
"MozartSonataInAK331M1",7,"Variation 6, marked allegro, in 4/4 time.","E F E D E F A G F E",381,"C"
"MozartSonataInAK331M2",1,"Piano Sonata in A K331 2nd Movt Minuet and Trio","C G E F D C G A F E",0,"C"
"MozartSonataInAK331M2",2,"Trio theme in D, with left hand crossover.","G E F G E D E F G A B C",78,"C"
"MozartSonataInAK331M3",1,"Piano Sonata in A K331 3rd Movt Alla Turca","B A AbA C D C B C E",0,"C"
"MozartSonataInAK331M3",2,"Second theme in A major, with 'cymbals and drums'!","C D E C D E D C B A B C D B G",40,"C"
"MozartSonataInCK545M1",1,"Main theme, in home key of C major, with its familiar Alberti Bass.","C E G B C D C A G C",0,"L"
"MozartSonataInCK545M1",2,"Second theme, in G major","D B G A B A G G F#F#",23,"C"
"MozartSonataInCK545M2",1,"Piano Sonata in C K545 2nd Movement","E G F E F G E C C D ",0,"C"
"MozartSonataInCK545M3",1,"Theme A of the rondo, in C major.","G G E F F D C D E C",0,"C"
"MozartSonataInCK545M3",2,"Theme B of the rondo, in G major","E F#G G A G F#E D D",16,"C"
"MozartSonataInCK545M3",3,"Theme C of the rondo, in A minor","E E C D D B C C A B",36,"C"
"MozartSonataInFK280M1",1,"Main theme - allegro assai","C C C C D C BbA G F F E",0,"C"
"MozartSonataInFK280M2",1,"Main theme - adagio","C C#C C F F EbC#C BbAb",0,"C"
"MozartSonataInFK280M3",1,"Main theme - presto","C A F F F BbA G F G A F C",0,"C"
"MozartSonatainFK332M1",1,"First theme","F A C A BbG F E E F A D",0,"C"
"MozartSonatainFK332M1",2,"Second theme","C BbA A A G F F F  G G G",13,"C"
"MozartSonatainFK332M1",3,"Third theme","E E E G F D D C  C D D E",49,"C"
"MozartSonatainFK332M2",1,"Main theme","C E F F#G D F G A B B C G",0,"C"
"MozartSonatainFK332M3",1,"First theme","C B C F C BbA AbA C A G",0,"C"
"MozartSonatainFK332M3",2,"Second theme","BbA G F F BbA G B C",17,"C"
"MozartSonataK279M1",1,"Main theme","C C B D C E D F E G F A",0,"C"
"MozartSonataK279M2",1,"Main theme","F C C C BbBbA G BbG F A F",0,"C"
"MozartSonataK279M3",1,"Main theme","G C F E G F E A F D C B",0,"C"
"MozartSonataK281M1",1,"Main theme","C D E C B D C B F D C",0,"C"
"MozartSonataK281M2",1,"Main theme of andante movement",,0,"C"
"MozartSonataK281M3",1,"Theme A of rondo, first appearance, in home key of Bb major.","G A G F E D F G F E",0,"C"
"MozartSonataK281M3",2,"Theme B of rondo, in F major","G C E F D F E D C B",37,"C"
"MozartSonataK281M3",3,"Theme C of rondo, in G minor.","G B C EbF E F Ab B Ab",83,"C"
"MozartSonataK281M3",4,"Theme D of rondo, in Eb major","G C B A G G A G G C",178,"C"
"MozartSonataK282M1",1,"Main theme","G A G G C C B A G G",0,"C"
"MozartSonataK282M2",1,"First theme","E F D C C C B F G E D",0,"C"
"MozartSonataK282M2",2,"Second theme","G A G F#G G C C C B",86,"C"
"MozartSonataK282M3",1,"Main theme","G G G G F F E D C A C",0,"C"
"MozartSonataK283M1",1,"Principal theme","D B D G F#A F#A C B",0,"C"
"MozartSonataK283M1",2,"Secondary theme","A G F#E D C#E D F#E",32,"C"
"MozartSonataK283M2",1,"main theme","C C C C B F F E G F E D C",0,"C"
"MozartSonataK283M3",1,"First theme","B C D D G F#E D B C D D",0,"C"
"MozartSonataK283M3",2,"Second theme","G F#A G F#A G E C F D B C",26,"C"
"MozartSonataK284M1",1,"First theme","C F E D C F E D C G E A",0,"C"
"MozartSonataK284M1",2,"Second theme","D G F#A G F#E E D D",37,"C"
"MozartSonataK284M2",1,"Main theme (theme 1 of rondo)","C D B C G F#G F E D E C D",0,"C"
"MozartSonataK284M3",1,"Main theme","G G C B C D E F D F D",0,"C"
"MozartSonataK309M1",1,"Main theme","C G E F D C G G A G F F",0,"C"
"MozartSonataK309M2",1,"Main theme","A F BbG C A F D BbE C F",0,"C"
"MozartSonataK309M3",1,"Main theme","G F E D C C C C C B A G F",0,"C"
"MozartSonataK310M1",1,"Main theme","E E E E C A A AbAbD B E",0,"C"
"MozartSonataK310M2",1,"Main theme","F A C F A F C C BbA Bb",0,"C"
"MozartSonataK310M3",1,"Main theme","C B A AbA B C B D C F E",0,"C"
"MozartSonataK311M1",1,"First theme","C F E D E G F E F G",0,"C"
"MozartSonataK311M1",2,"Second theme","B A B C C#D D G F# E D",27,"C"
"MozartSonataK311M2",1,"Main theme","B C B A B C D C B A G",0,"C"
"MozartSonataK311M3",1,"Main theme","G E C B C C B C E D",0,"C"
"MozartSonataK330M1",1,"Main theme","G G F E E D C B C D E G",0,"C"
"MozartSonataK330M2",1,"First theme","C C C C F C A C E G F",0,"C"
"MozartSonataK330M2",2,"Second theme","C C C C B D AbA E E E",148,"C"
"MozartSonataK330M3",1,"Main theme","E F G C D D F E D E F G",0,"C"
"MozartSonataK333M1",1,"First theme, in home key of Bb","A G F E D C C E A E G F",0,"C"
"MozartSonataK333M1",2,"Second theme, in dominant key of F major","C D C BbA G F F D D C E F",42,"C"
"MozartSonataK333M2",1,"Main theme - andante cantabile, dolce.","G F E A G G F E C#D",0,"C"
"MozartSonataK333M3",1,"Main theme,  allegretto grazioso","G E C C F A B B D C E D",0,"C"
"MozartSonataK457M1",1,"Main theme","C EbG C EbEbEbD EbG C",0,"C"
"MozartSonataK457M2",1,"Main theme","G E E E F D C D E F G",0,"C"
"MozartSonataK457M3",1,"Main theme","G EbC B AbG F Eb",0,"C"
"MozartSonataK533M1",1,"First theme","C BbA G F A G BbE F C",0,"C"
"MozartSonataK533M2",1,"First theme","BbA BbE C C BbA G F",0,"C"
"MozartSonataK533M3",1,"First theme","F A A G G E F A A G G E F",0,"C"
"MozartSonataK570M1",1,"First theme","C G E G C E G C E G",0,"C"
"MozartSonataK570M1",2,"Second theme","F G F E F D C C C C F",23,"C"
"MozartSonataK570M2",1,"Main theme","G E D C G C D E F G A",0,"C"
"MozartSonataK570M3",1,"Main theme","C E F F#G E D C#D E G",0,"C"
"MozartSonataK576M1",1,"Main theme","A D A D F#D F#A A A",0,"C"
"MozartSonataK576M2",1,"Main theme","E F E D E G F D B C",0,"C"
"MozartSonataK576M3",1,"Main theme","C D C B C C#D D D E D C",0,"C"
"MozartStringQuartetK387M1",1,"Main theme","G D G G F#E D EbE B D C",0,"C"
"MozartStringQuartetK387M2",1,"First theme","G D D B B C C#D EbE",0,"C"
"MozartStringQuartetK387M2",2,"Second theme, in tonic minor (G minor)","G BbA BbD G F#G Bb G",225,"C"
"MozartStringQuartetK387M3",1,"Main theme","G C C C E E E G G",0,"C"
"MozartStringQuartetK387M4",1,"Main theme","G B E C#D D C",0,"C"
"MozartStringQuartetK421M1",1,"Main theme","D D D D C#D D D F F E D",0,"c"
"MozartStringQuartetK421M2",1,"Main theme","E E E F D C D C D E",0,"C"
"MozartStringQuartetK421M3",1,"First theme, in the minor","D D D A F F E D C#D F A",0,"C"
"MozartStringQuartetK421M3",2,"Second theme modulates to D major.","C E E G G C C E E G",106,"C"
"MozartStringQuartetK421M4",1,"Main Theme","G C B C EbD D B C D G",0,"C"
"MozartStringQuartetK428M1",1,"Main theme","EbEbA BbB C E F AbG",0,"C"
"MozartStringQuartetK428M2",1,"Main theme","G G C B A G F E",0,"C"
"MozartStringQuartetK428M3",1,"Main theme","C C C D A G G F F E F E",0,"C"
